symbol,signal,entryTime,outTime,pnl
BTCUSDT,1,1675085378272.0,1675085388988.0,-0.00692
ETHUSDT,-1,1675085399211.0,1675085410921.0,0.02909
BTCUSDT,-1,1675085404809.0,1675085416138.0,0.02768
ETCUSDT,-1,1675085449078.0,1675085464160.0,0.02745
ETHUSDT,1,1675085609335.0,1675085620630.0,-0.03165
BTCUSDT,1,1675085617309.0,1675085627454.0,-0.02252
ETHUSDT,-1,1675085625610.0,1675085637694.0,-0.03167
BTCUSDT,-1,1675085637822.0,1675085648707.0,-0.00346
ETCUSDT,1,1675085642432.0,1675085653275.0,-0.11457
BTCUSDT,1,1675085646747.0,1675085658060.0,-0.05239
ETHUSDT,1,1675085651592.0,1675085662013.0,-0.01900
BTCUSDT,-1,1675085656506.0,1675085668361.0,0.01213
ETCUSDT,-1,1675085673516.0,1675085683899.0,-0.00000
ETHUSDT,-1,1675085679056.0,1675085689094.0,-0.03548
ETHUSDT,1,1675085687557.0,1675085698627.0,0.04434
BTCUSDT,1,1675085695820.0,1675085709657.0,0.01039
ETCUSDT,1,1675085729962.0,1675085740799.0,0.00917
BTCUSDT,-1,1675085761709.0,1675085771934.0,0.01170
ETHUSDT,-1,1675085769666.0,1675085783500.0,0.00127
ETCUSDT,-1,1675085794805.0,1675085806092.0,0.00918
ETHUSDT,1,1675085818426.0,1675085832811.0,-0.00190
BTCUSDT,1,1675085830124.0,1675085843687.0,0.00996
ETHUSDT,-1,1675085855611.0,1675085865780.0,0.04053
BTCUSDT,-1,1675085858698.0,1675085871971.0,0.01170
BTCUSDT,1,1675085909350.0,1675085922828.0,0.02902
ETHUSDT,1,1675085912923.0,1675085925010.0,0.02090
ETCUSDT,1,1675085952181.0,1675085970684.0,-0.01376
BTCUSDT,-1,1675085974700.0,1675085984805.0,0.03249
ETHUSDT,-1,1675085986624.0,1675086002243.0,0.00063
ETCUSDT,-1,1675086011490.0,1675086023474.0,0.03217
BTCUSDT,1,1675086037024.0,1675086047864.0,0.02601
ETHUSDT,1,1675086045227.0,1675086059626.0,-0.00634
ETCUSDT,1,1675086069372.0,1675086082353.0,0.04134
BTCUSDT,-1,1675086133081.0,1675086148142.0,-0.00996
ETHUSDT,-1,1675086140199.0,1675086156757.0,-0.01267
ETCUSDT,-1,1675086200401.0,1675086217128.0,-0.00918
ETHUSDT,1,1675086207905.0,1675086218055.0,0.01203
BTCUSDT,1,1675086206232.0,1675086219059.0,0.01862
ETCUSDT,1,1675086227961.0,1675086237987.0,0.00917
BTCUSDT,-1,1675086261067.0,1675086274307.0,-0.01862
ETHUSDT,-1,1675086268825.0,1675086279310.0,-0.00886
BTCUSDT,1,1675086303056.0,1675086320666.0,-0.03376
BTCUSDT,-1,1675086323968.0,1675086334874.0,0.00476
ETCUSDT,-1,1675086349393.0,1675086359454.0,0.00459
BTCUSDT,1,1675086394393.0,1675086404686.0,-0.00606
ETHUSDT,1,1675086395337.0,1675086406587.0,0.00000
ETHUSDT,-1,1675086435498.0,1675086446238.0,-0.06588
BTCUSDT,-1,1675086437939.0,1675086450729.0,-0.03379
BTCUSDT,1,1675086444472.0,1675086457228.0,0.00996
ETHUSDT,1,1675086450921.0,1675086463343.0,0.02342
ETCUSDT,1,1675086459871.0,1675086470266.0,0.00000
BTCUSDT,-1,1675086528054.0,1675086541017.0,0.01905
ETHUSDT,-1,1675086526812.0,1675086543608.0,0.02279
ETCUSDT,-1,1675086573598.0,1675086583771.0,-0.01836
ETHUSDT,1,1675086593340.0,1675086603715.0,0.02279
BTCUSDT,1,1675086593379.0,1675086616564.0,0.01949
ETCUSDT,1,1675086641596.0,1675086654108.0,0.05505
BTCUSDT,-1,1675086642333.0,1675086657039.0,0.00173
BTCUSDT,1,1675086685733.0,1675086701558.0,0.00866
ETHUSDT,-1,1675086733421.0,1675086748009.0,0.00253
BTCUSDT,-1,1675086752358.0,1675086773317.0,-0.00000
ETCUSDT,-1,1675086790000.0,1675086800608.0,-0.01377
BTCUSDT,1,1675086836565.0,1675086875149.0,0.00087
BTCUSDT,-1,1675086909434.0,1675086921505.0,0.00910
ETHUSDT,1,1675086937835.0,1675086949707.0,0.01901
BTCUSDT,1,1675086952230.0,1675086967558.0,0.02124
ETCUSDT,1,1675086981430.0,1675086996025.0,-0.08258
ETHUSDT,-1,1675086989270.0,1675087000235.0,0.01838
BTCUSDT,-1,1675086988878.0,1675087001387.0,0.02428
ETCUSDT,-1,1675086996025.0,1675087006540.0,0.00918
BTCUSDT,1,1675087018063.0,1675087028170.0,-0.01258
BTCUSDT,-1,1675087018168.0,1675087028170.0,0.00434
BTCUSDT,1,1675087053079.0,1675087063527.0,0.03036
ETHUSDT,1,1675087062104.0,1675087072766.0,-0.03359
ETHUSDT,-1,1675087076884.0,1675087088625.0,0.01585
ETHUSDT,1,1675087076926.0,1675087088625.0,-0.04943
BTCUSDT,-1,1675087083086.0,1675087097752.0,0.01128
ETHUSDT,-1,1675087092903.0,1675087103007.0,-0.01078
ETCUSDT,1,1675087157229.0,1675087169208.0,0.04600
ETHUSDT,1,1675087187780.0,1675087202300.0,-0.01268
BTCUSDT,1,1675087184343.0,1675087202301.0,0.00521
ETHUSDT,-1,1675087202449.0,1675087214004.0,0.01078
BTCUSDT,-1,1675087206409.0,1675087221019.0,-0.00043
ETCUSDT,-1,1675087238142.0,1675087248468.0,0.01380
ETHUSDT,1,1675087271840.0,1675087285436.0,-0.01268
ETCUSDT,1,1675087297936.0,1675087314184.0,0.00000
ETHUSDT,-1,1675087319258.0,1675087329282.0,0.01205
ETCUSDT,-1,1675087334383.0,1675087345472.0,-0.02302
ETHUSDT,1,1675087357037.0,1675087369975.0,-0.01205
BTCUSDT,1,1675087364744.0,1675087375966.0,-0.00868
ETHUSDT,-1,1675087379646.0,1675087390866.0,-0.04442
BTCUSDT,-1,1675087381058.0,1675087391367.0,-0.04646
BTCUSDT,1,1675087388265.0,1675087398453.0,0.05035
ETHUSDT,1,1675087391661.0,1675087402289.0,0.01713
ETCUSDT,1,1675087392305.0,1675087403779.0,0.02758
BTCUSDT,-1,1675087490926.0,1675087507189.0,0.00780
ETHUSDT,-1,1675087499672.0,1675087512810.0,-0.01522
BTCUSDT,1,1675087515225.0,1675087525986.0,0.01691
ETHUSDT,1,1675087528778.0,1675087539044.0,0.00507
ETHUSDT,-1,1675087642326.0,1675087654576.0,-0.00570
BTCUSDT,-1,1675087643404.0,1675087654655.0,-0.01950
BTCUSDT,1,1675087664035.0,1675087674880.0,0.01906
ETHUSDT,1,1675087678037.0,1675087688058.0,0.01267
BTCUSDT,-1,1675087722397.0,1675087732992.0,-0.03464
BTCUSDT,1,1675087725075.0,1675087735228.0,0.02251
BTCUSDT,-1,1675087734276.0,1675087746043.0,-0.01905
BTCUSDT,1,1675087747125.0,1675087759371.0,0.01298
ETHUSDT,-1,1675087781741.0,1675087791835.0,-0.01012
ETHUSDT,1,1675087789483.0,1675087799843.0,-0.00506
BTCUSDT,-1,1675087793479.0,1675087803975.0,0.01903
ETHUSDT,-1,1675087794539.0,1675087804548.0,-0.02530
ETHUSDT,1,1675087804548.0,1675087815036.0,-0.00632
ETHUSDT,-1,1675087807287.0,1675087817623.0,-0.01708
ETCUSDT,-1,1675087837104.0,1675087847179.0,-0.00000
ETHUSDT,1,1675087838624.0,1675087849527.0,-0.03858
BTCUSDT,1,1675087843613.0,1675087856333.0,-0.01168
BTCUSDT,-1,1675087849385.0,1675087863658.0,-0.04068
ETHUSDT,-1,1675087854320.0,1675087864414.0,-0.00443
BTCUSDT,1,1675087864871.0,1675087875103.0,0.02595
ETHUSDT,1,1675087869075.0,1675087879325.0,0.02087
ETHUSDT,-1,1675087886248.0,1675087896629.0,0.01075
BTCUSDT,-1,1675087887253.0,1675087897271.0,-0.00606
ETCUSDT,1,1675087895463.0,1675087905518.0,0.10511
BTCUSDT,1,1675087901658.0,1675087912676.0,0.01470
ETHUSDT,1,1675087901919.0,1675087913309.0,0.01201
ETHUSDT,-1,1675087916458.0,1675087926459.0,-0.17501
ETHUSDT,1,1675087916458.0,1675087926459.0,0.15730
BTCUSDT,-1,1675087916887.0,1675087926917.0,-0.02334
BTCUSDT,1,1675087917118.0,1675087928056.0,0.01426
ETHUSDT,-1,1675087926720.0,1675087936945.0,0.06561
BTCUSDT,-1,1675087928637.0,1675087938805.0,-0.02593
ETCUSDT,-1,1675087934248.0,1675087945163.0,0.01368
BTCUSDT,1,1675087936964.0,1675087948431.0,-0.01728
ETHUSDT,1,1675087938504.0,1675087948600.0,-0.02336
ETCUSDT,1,1675087940672.0,1675087950708.0,0.01369
BTCUSDT,-1,1675087944039.0,1675087954347.0,-0.00043
ETHUSDT,-1,1675087948458.0,1675087958698.0,0.01137
ETCUSDT,-1,1675087953225.0,1675087963279.0,0.01369
BTCUSDT,1,1675087954347.0,1675087965781.0,-0.01037
BTCUSDT,-1,1675087954684.0,1675087965781.0,-0.00432
ETHUSDT,1,1675087985957.0,1675087995963.0,-0.02336
BTCUSDT,1,1675087986081.0,1675087997021.0,-0.00691
ETCUSDT,1,1675087994964.0,1675088006099.0,0.00000
BTCUSDT,-1,1675087997021.0,1675088007080.0,-0.00648
BTCUSDT,1,1675087997022.0,1675088007080.0,-0.01123
ETHUSDT,-1,1675087999401.0,1675088010144.0,-0.02273
ETHUSDT,1,1675088012105.0,1675088022135.0,-0.01010
BTCUSDT,-1,1675088014259.0,1675088024909.0,0.00907
BTCUSDT,1,1675088020063.0,1675088031335.0,-0.02331
ETHUSDT,-1,1675088022030.0,1675088032226.0,-0.02273
BTCUSDT,-1,1675088025650.0,1675088036348.0,-0.00345
ETCUSDT,-1,1675088031092.0,1675088041161.0,-0.01825
ETHUSDT,1,1675088031295.0,1675088041355.0,0.03219
BTCUSDT,1,1675088039797.0,1675088051046.0,0.00561
ETHUSDT,-1,1675088042004.0,1675088052517.0,-0.03218
BTCUSDT,-1,1675088045691.0,1675088057031.0,-0.04360
ETHUSDT,1,1675088047169.0,1675088057599.0,-0.01577
BTCUSDT,1,1675088051652.0,1675088061658.0,-0.00950
ETCUSDT,1,1675088057757.0,1675088067955.0,0.00912
BTCUSDT,-1,1675088059697.0,1675088071635.0,0.00129
ETHUSDT,-1,1675088064542.0,1675088074897.0,-0.00442
ETHUSDT,1,1675088074933.0,1675088085074.0,0.05553
BTCUSDT,1,1675088074965.0,1675088086155.0,0.05526
BTCUSDT,-1,1675088075803.0,1675088087075.0,-0.05785
ETHUSDT,-1,1675088078397.0,1675088091073.0,-0.02145
ETHUSDT,1,1675088079478.0,1675088091073.0,-0.01072
BTCUSDT,1,1675088078679.0,1675088091889.0,0.00432
BTCUSDT,-1,1675088100376.0,1675088113065.0,0.03021
ETHUSDT,-1,1675088105194.0,1675088115205.0,0.01198
ETCUSDT,-1,1675088126538.0,1675088136968.0,-0.00000
ETCUSDT,1,1675088181209.0,1675088192466.0,-0.01368
ETCUSDT,-1,1675088210399.0,1675088220800.0,-0.06845
BTCUSDT,1,1675088212968.0,1675088222973.0,0.02289
ETHUSDT,1,1675088218246.0,1675088228251.0,0.01073
BTCUSDT,-1,1675088225759.0,1675088235784.0,-0.04664
ETHUSDT,-1,1675088227303.0,1675088237933.0,-0.00947
BTCUSDT,1,1675088229500.0,1675088239530.0,-0.00561
ETHUSDT,1,1675088234597.0,1675088245254.0,-0.00505
ETCUSDT,1,1675088237070.0,1675088247126.0,0.04103
BTCUSDT,-1,1675088245552.0,1675088256667.0,0.04058
ETHUSDT,-1,1675088250058.0,1675088261149.0,0.01830
BTCUSDT,1,1675088274470.0,1675088288365.0,-0.02893
ETHUSDT,1,1675088301179.0,1675088311273.0,-0.00505
ETCUSDT,-1,1675088301393.0,1675088312089.0,-0.00456
ETHUSDT,-1,1675088301520.0,1675088313731.0,0.01137
BTCUSDT,-1,1675088313745.0,1675088326784.0,0.00518
ETHUSDT,1,1675088354587.0,1675088366880.0,-0.00694
BTCUSDT,1,1675088363677.0,1675088374073.0,0.00043
ETCUSDT,1,1675088401641.0,1675088413528.0,-0.04105
ETHUSDT,-1,1675088411709.0,1675088422088.0,0.03471
BTCUSDT,-1,1675088411694.0,1675088422229.0,0.01987
ETCUSDT,-1,1675088442788.0,1675088453292.0,-0.00912
BTCUSDT,1,1675088459605.0,1675088473036.0,-0.01210
ETCUSDT,1,1675088479144.0,1675088489785.0,0.03191
ETHUSDT,1,1675088479811.0,1675088489872.0,0.01514
BTCUSDT,-1,1675088477728.0,1675088495891.0,-0.05703
BTCUSDT,1,1675088478329.0,1675088495902.0,0.03542
BTCUSDT,-1,1675088529405.0,1675088539700.0,0.00346
ETHUSDT,-1,1675088540246.0,1675088550661.0,0.00315
ETCUSDT,-1,1675088567234.0,1675088578670.0,-0.03194
BTCUSDT,1,1675088607259.0,1675088631261.0,0.02592
ETHUSDT,1,1675088624680.0,1675088644935.0,-0.01009
BTCUSDT,-1,1675088661874.0,1675088681678.0,-0.01814
BTCUSDT,1,1675088696279.0,1675088706394.0,0.02505
ETHUSDT,-1,1675088696151.0,1675088706687.0,-0.02966
ETHUSDT,1,1675088696297.0,1675088706687.0,0.02776
ETCUSDT,1,1675088731856.0,1675088742192.0,-0.01824
BTCUSDT,-1,1675088756866.0,1675088767493.0,-0.03537
BTCUSDT,1,1675088758075.0,1675088768624.0,0.03925
ETHUSDT,-1,1675088757901.0,1675088769113.0,-0.02774
BTCUSDT,-1,1675088769522.0,1675088779677.0,-0.03794
BTCUSDT,1,1675088769782.0,1675088779835.0,0.02673
ETHUSDT,1,1675088771341.0,1675088781838.0,-0.01701
BTCUSDT,-1,1675088774021.0,1675088784098.0,0.00259
BTCUSDT,1,1675088777252.0,1675088787377.0,-0.06853
BTCUSDT,-1,1675088779074.0,1675088790304.0,0.15807
BTCUSDT,1,1675088779121.0,1675088790309.0,-0.14301
BTCUSDT,-1,1675088779327.0,1675088790309.0,0.09869
ETHUSDT,-1,1675088782679.0,1675088794429.0,0.03845
ETCUSDT,-1,1675088793941.0,1675088805188.0,-0.00912
BTCUSDT,1,1675088800415.0,1675088811289.0,-0.01941
BTCUSDT,-1,1675088830771.0,1675088843909.0,0.02028
BTCUSDT,1,1675088865806.0,1675088877495.0,0.01209
BTCUSDT,-1,1675088871286.0,1675088881502.0,-0.01511
BTCUSDT,1,1675088879216.0,1675088889698.0,-0.01036
ETHUSDT,1,1675088877266.0,1675088889946.0,-0.03912
BTCUSDT,-1,1675088897412.0,1675088909430.0,0.01382
ETHUSDT,-1,1675088897174.0,1675088912341.0,0.01641
ETHUSDT,1,1675088946384.0,1675088956536.0,0.04293
BTCUSDT,1,1675088947115.0,1675088957169.0,-0.02806
BTCUSDT,-1,1675088961086.0,1675088971824.0,-0.01339
ETHUSDT,-1,1675088963604.0,1675088973978.0,0.03155
BTCUSDT,1,1675088966817.0,1675088976886.0,-0.01079
BTCUSDT,-1,1675088985061.0,1675088995660.0,0.00216
ETHUSDT,1,1675088999183.0,1675089010517.0,0.00947
BTCUSDT,1,1675089002483.0,1675089013643.0,-0.00216
ETHUSDT,-1,1675089004559.0,1675089014634.0,-0.01325
ETHUSDT,1,1675089005762.0,1675089015844.0,0.02145
BTCUSDT,-1,1675089007142.0,1675089017324.0,-0.04492
BTCUSDT,1,1675089014253.0,1675089026084.0,0.02115
ETHUSDT,-1,1675089041915.0,1675089052786.0,-0.03088
ETHUSDT,1,1675089049058.0,1675089059375.0,-0.03969
ETHUSDT,-1,1675089060831.0,1675089071663.0,0.03026
BTCUSDT,-1,1675089060640.0,1675089073464.0,0.04661
ETHUSDT,1,1675089072407.0,1675089084834.0,0.00504
BTCUSDT,1,1675089074173.0,1675089084858.0,0.00173
BTCUSDT,-1,1675089077643.0,1675089088122.0,-0.06521
ETCUSDT,-1,1675089080023.0,1675089091385.0,-0.14149
ETHUSDT,-1,1675089084834.0,1675089095213.0,-0.06683
ETHUSDT,1,1675089086100.0,1675089096484.0,0.01261
BTCUSDT,1,1675089086003.0,1675089097765.0,0.02849
ETHUSDT,-1,1675089106349.0,1675089116995.0,0.05987
ETCUSDT,1,1675089110382.0,1675089120526.0,-0.06387
BTCUSDT,-1,1675089109369.0,1675089121133.0,0.04706
BTCUSDT,1,1675089122508.0,1675089132590.0,0.07426
ETCUSDT,-1,1675089122400.0,1675089132800.0,-0.07299
ETHUSDT,1,1675089124837.0,1675089135186.0,0.12539
ETHUSDT,-1,1675089128495.0,1675089138641.0,-0.00881
ETHUSDT,1,1675089128729.0,1675089139069.0,0.01196
ETHUSDT,-1,1675089128769.0,1675089139069.0,-0.00881
ETHUSDT,1,1675089129149.0,1675089139151.0,0.00629
ETCUSDT,1,1675089129342.0,1675089139744.0,0.00456
ETHUSDT,-1,1675089137579.0,1675089147698.0,0.05852
BTCUSDT,-1,1675089140209.0,1675089151833.0,0.06084
ETHUSDT,1,1675089149203.0,1675089159216.0,-0.01323
ETHUSDT,-1,1675089156827.0,1675089166871.0,0.04471
ETCUSDT,-1,1675089164291.0,1675089174591.0,0.00456
BTCUSDT,1,1675089167798.0,1675089178171.0,-0.03755
ETHUSDT,1,1675089171165.0,1675089181719.0,-0.03716
BTCUSDT,-1,1675089174622.0,1675089184957.0,0.01295
ETHUSDT,-1,1675089184957.0,1675089196696.0,0.03655
ETHUSDT,1,1675089209171.0,1675089220047.0,0.02332
BTCUSDT,1,1675089217046.0,1675089228409.0,0.00173
BTCUSDT,-1,1675089251371.0,1675089262848.0,0.00043
ETHUSDT,-1,1675089251413.0,1675089262852.0,-0.02079
ETCUSDT,1,1675089264309.0,1675089274335.0,-0.10493
ETCUSDT,-1,1675089293641.0,1675089303679.0,-0.01828
BTCUSDT,1,1675089302017.0,1675089314111.0,-0.00648
ETHUSDT,1,1675089300584.0,1675089314162.0,-0.02775
BTCUSDT,-1,1675089316723.0,1675089327099.0,0.01901
ETHUSDT,-1,1675089317755.0,1675089327799.0,0.05549
BTCUSDT,1,1675089327590.0,1675089338276.0,-0.00216
BTCUSDT,-1,1675089338276.0,1675089348935.0,0.01686
ETHUSDT,1,1675089363038.0,1675089374209.0,0.00568
ETHUSDT,-1,1675089363088.0,1675089375498.0,-0.01704
BTCUSDT,1,1675089374386.0,1675089386203.0,-0.01081
BTCUSDT,-1,1675089386206.0,1675089407507.0,0.00216
BTCUSDT,1,1675089393218.0,1675089407507.0,-0.00735
BTCUSDT,-1,1675089411821.0,1675089421881.0,-0.00562
ETHUSDT,1,1675089415576.0,1675089425985.0,0.04796
BTCUSDT,1,1675089417112.0,1675089428500.0,0.03806
BTCUSDT,-1,1675089437347.0,1675089451312.0,-0.02723
BTCUSDT,1,1675089442542.0,1675089453539.0,0.02075
ETCUSDT,1,1675089444728.0,1675089455431.0,0.00457
BTCUSDT,-1,1675089468144.0,1675089480732.0,0.02204
ETHUSDT,-1,1675089471389.0,1675089481901.0,0.01578
ETHUSDT,1,1675089494065.0,1675089504157.0,0.00946
BTCUSDT,1,1675089493165.0,1675089507793.0,0.03501
ETCUSDT,-1,1675089493605.0,1675089508816.0,-0.05028
ETCUSDT,1,1675089495330.0,1675089508821.0,-0.02284
ETHUSDT,-1,1675089512913.0,1675089523464.0,-0.15587
ETHUSDT,1,1675089512915.0,1675089523735.0,0.09523
ETHUSDT,-1,1675089512969.0,1675089526350.0,-0.13186
ETHUSDT,1,1675089513643.0,1675089526351.0,0.01008
BTCUSDT,-1,1675089513029.0,1675089526374.0,-0.05531
BTCUSDT,1,1675089513390.0,1675089526392.0,0.04320
ETHUSDT,-1,1675089566664.0,1675089577834.0,0.00063
BTCUSDT,-1,1675089572841.0,1675089586077.0,-0.00388
ETHUSDT,1,1675089594661.0,1675089605501.0,-0.01070
BTCUSDT,1,1675089596732.0,1675089607576.0,-0.00302
ETHUSDT,-1,1675089600646.0,1675089610973.0,-0.01385
BTCUSDT,-1,1675089604796.0,1675089615761.0,-0.02416
BTCUSDT,1,1675089613598.0,1675089624665.0,-0.00173
ETHUSDT,1,1675089619134.0,1675089629372.0,-0.06168
ETHUSDT,-1,1675089628176.0,1675089640904.0,0.02141
BTCUSDT,-1,1675089631589.0,1675089641649.0,0.01985
ETHUSDT,1,1675089666413.0,1675089677291.0,-0.06867
BTCUSDT,1,1675089668042.0,1675089679679.0,-0.06215
ETCUSDT,-1,1675089669027.0,1675089679799.0,0.09125
ETHUSDT,-1,1675089671527.0,1675089681549.0,-0.02900
BTCUSDT,-1,1675089671301.0,1675089682095.0,-0.00259
ETHUSDT,1,1675089686862.0,1675089697208.0,0.02648
BTCUSDT,1,1675089692026.0,1675089702082.0,0.03282
BTCUSDT,-1,1675089723044.0,1675089733491.0,0.02116
ETHUSDT,-1,1675089723126.0,1675089733664.0,0.01828
BTCUSDT,1,1675089752898.0,1675089763827.0,0.01684
ETHUSDT,1,1675089755527.0,1675089766439.0,0.04474
ETCUSDT,1,1675089768496.0,1675089779225.0,0.02738
BTCUSDT,-1,1675089770463.0,1675089780519.0,-0.02504
BTCUSDT,1,1675089786647.0,1675089799630.0,-0.00777
ETHUSDT,-1,1675089785344.0,1675089800232.0,-0.01512
ETHUSDT,1,1675089790540.0,1675089800615.0,-0.02204
BTCUSDT,-1,1675089818397.0,1675089835755.0,-0.01511
BTCUSDT,1,1675089826761.0,1675089838142.0,-0.00173
ETHUSDT,-1,1675089842401.0,1675089852447.0,-0.00819
BTCUSDT,-1,1675089843063.0,1675089854961.0,-0.02978
ETHUSDT,1,1675089849072.0,1675089859509.0,0.09449
BTCUSDT,1,1675089852337.0,1675089863744.0,0.04272
BTCUSDT,-1,1675089876551.0,1675089887627.0,-0.00172
ETHUSDT,-1,1675089882123.0,1675089893074.0,0.01321
BTCUSDT,1,1675089900107.0,1675089910119.0,0.03923
ETHUSDT,1,1675089900419.0,1675089910683.0,0.04340
ETHUSDT,-1,1675089908601.0,1675089918934.0,-0.00566
ETHUSDT,1,1675089916937.0,1675089926993.0,0.00880
BTCUSDT,-1,1675089923973.0,1675089934138.0,-0.04138
ETHUSDT,-1,1675089926267.0,1675089936662.0,-0.02452
ETHUSDT,1,1675089926527.0,1675089936690.0,0.00880
BTCUSDT,1,1675089933014.0,1675089943584.0,-0.01810
ETHUSDT,-1,1675089942321.0,1675089952344.0,0.00126
BTCUSDT,-1,1675089942635.0,1675089953219.0,-0.00603
BTCUSDT,1,1675089958047.0,1675089968241.0,-0.00733
ETHUSDT,1,1675089962885.0,1675089973524.0,-0.00189
BTCUSDT,-1,1675089968582.0,1675089979698.0,0.01767
ETHUSDT,-1,1675089973525.0,1675089983676.0,0.04151
ETCUSDT,-1,1675089974244.0,1675089984736.0,0.04100
BTCUSDT,1,1675089994076.0,1675090004154.0,0.03448
ETHUSDT,1,1675089996668.0,1675090007338.0,0.04340
BTCUSDT,-1,1675090007802.0,1675090019408.0,-0.02670
BTCUSDT,1,1675090011075.0,1675090022137.0,-0.00129
BTCUSDT,-1,1675090020927.0,1675090031009.0,-0.01378
BTCUSDT,1,1675090027530.0,1675090037881.0,0.03143
ETHUSDT,-1,1675090028067.0,1675090038318.0,-0.03018
ETCUSDT,1,1675090031465.0,1675090042241.0,0.01366
BTCUSDT,-1,1675090036038.0,1675090046049.0,-0.03358
ETHUSDT,1,1675090036915.0,1675090046953.0,-0.00943
BTCUSDT,1,1675090039389.0,1675090050802.0,0.00043
BTCUSDT,-1,1675090051367.0,1675090061610.0,-0.03056
BTCUSDT,1,1675090057438.0,1675090067729.0,0.02410
ETHUSDT,-1,1675090076412.0,1675090086433.0,-0.04085
BTCUSDT,-1,1675090079405.0,1675090089440.0,-0.05635
ETHUSDT,1,1675090085397.0,1675090095957.0,-0.00377
BTCUSDT,1,1675090087139.0,1675090098040.0,-0.00387
BTCUSDT,-1,1675090095032.0,1675090105084.0,-0.01720
ETHUSDT,-1,1675090095319.0,1675090105579.0,-0.03142
BTCUSDT,1,1675090101093.0,1675090111103.0,0.01247
ETHUSDT,1,1675090105277.0,1675090115782.0,0.01822
BTCUSDT,-1,1675090107467.0,1675090117478.0,-0.03010
ETCUSDT,-1,1675090107329.0,1675090117659.0,-0.00909
BTCUSDT,1,1675090109301.0,1675090119688.0,0.01118
BTCUSDT,-1,1675090109960.0,1675090120156.0,-0.04429
BTCUSDT,1,1675090110904.0,1675090120932.0,0.01204
BTCUSDT,-1,1675090111114.0,1675090121116.0,-0.00602
BTCUSDT,1,1675090113144.0,1675090124761.0,-0.00344
BTCUSDT,-1,1675090118768.0,1675090130565.0,0.02192
BTCUSDT,-1,1675090122697.0,1675090132874.0,0.03826
ETHUSDT,-1,1675090140049.0,1675090150664.0,-0.01445
BTCUSDT,1,1675090141634.0,1675090152329.0,-0.00946
BTCUSDT,-1,1675090147040.0,1675090157279.0,0.02882
BTCUSDT,1,1675090149085.0,1675090159464.0,-0.02494
BTCUSDT,-1,1675090156935.0,1675090167042.0,-0.00387
ETHUSDT,1,1675090157712.0,1675090170209.0,-0.04333
BTCUSDT,1,1675090159868.0,1675090170215.0,-0.03397
ETHUSDT,-1,1675090163567.0,1675090174066.0,0.02261
ETHUSDT,1,1675090166845.0,1675090177374.0,0.01131
BTCUSDT,-1,1675090167042.0,1675090177509.0,0.01161
ETHUSDT,-1,1675090170209.0,1675090180431.0,-0.01759
ETHUSDT,1,1675090183009.0,1675090193547.0,-0.01759
ETHUSDT,-1,1675090195110.0,1675090205140.0,-0.06785
ETHUSDT,1,1675090197364.0,1675090207440.0,0.04836
BTCUSDT,1,1675090197829.0,1675090208235.0,0.04946
ETCUSDT,1,1675090206878.0,1675090217227.0,-0.01363
ETHUSDT,-1,1675090219327.0,1675090229445.0,-0.00000
ETHUSDT,1,1675090221332.0,1675090231654.0,-0.01695
ETHUSDT,-1,1675090221847.0,1675090232340.0,0.01820
ETHUSDT,1,1675090231654.0,1675090242338.0,-0.03892
ETHUSDT,-1,1675090232340.0,1675090242393.0,0.02951
BTCUSDT,-1,1675090232883.0,1675090243090.0,0.04686
ETCUSDT,-1,1675090247574.0,1675090258169.0,0.01365
BTCUSDT,1,1675090276049.0,1675090287854.0,0.02625
ETHUSDT,1,1675090279225.0,1675090290050.0,0.02387
ETCUSDT,1,1675090301682.0,1675090312263.0,0.00000
ETHUSDT,-1,1675090307258.0,1675090317301.0,0.00314
BTCUSDT,-1,1675090312701.0,1675090324371.0,0.00688
BTCUSDT,1,1675090339528.0,1675090349715.0,0.07788
ETHUSDT,1,1675090344238.0,1675090355405.0,0.06533
BTCUSDT,-1,1675090362583.0,1675090372863.0,-0.00387
ETHUSDT,-1,1675090364860.0,1675090375394.0,-0.00879
ETHUSDT,1,1675090373068.0,1675090383186.0,-0.01821
BTCUSDT,1,1675090374425.0,1675090384549.0,-0.02536
BTCUSDT,-1,1675090383830.0,1675090394130.0,0.01978
ETHUSDT,-1,1675090383526.0,1675090394184.0,0.03516
ETHUSDT,1,1675090407756.0,1675090419128.0,-0.01947
ETCUSDT,-1,1675090410533.0,1675090420735.0,0.01816
BTCUSDT,1,1675090410907.0,1675090421219.0,-0.00946
BTCUSDT,-1,1675090422457.0,1675090432785.0,-0.03526
ETCUSDT,1,1675090423073.0,1675090433813.0,0.04086
BTCUSDT,1,1675090425411.0,1675090437053.0,0.01720
ETHUSDT,-1,1675090430752.0,1675090441316.0,0.02823
BTCUSDT,-1,1675090440568.0,1675090450950.0,0.04257
ETCUSDT,-1,1675090458769.0,1675090469250.0,0.00455
ETHUSDT,1,1675090478962.0,1675090489073.0,-0.00314
BTCUSDT,1,1675090478961.0,1675090489416.0,-0.00904
BTCUSDT,-1,1675090495769.0,1675090505798.0,0.04951
ETHUSDT,-1,1675090495481.0,1675090508627.0,0.05716
BTCUSDT,1,1675090515916.0,1675090526008.0,0.06805
ETHUSDT,1,1675090519099.0,1675090529717.0,0.03329
ETCUSDT,1,1675090560037.0,1675090570040.0,0.04088
