symbol,signal,entryTime,outTime,pnl
ETHUSDT,1,1675041312859.0,1675041324464.0,-0.00427
BTCUSDT,-1,1675041316030.0,1675041327455.0,-0.00465
ETCUSDT,-1,1675041341763.0,1675041352081.0,-0.08564
ETCUSDT,1,1675041361600.0,1675041371982.0,0.12412
BTCUSDT,1,1675041365557.0,1675041375591.0,0.00169
ETCUSDT,-1,1675041376552.0,1675041386640.0,0.19713
ETHUSDT,-1,1675041376408.0,1675041386835.0,0.11277
ETHUSDT,1,1675041377332.0,1675041387358.0,-0.03904
BTCUSDT,-1,1675041377119.0,1675041387460.0,0.01225
ETHUSDT,-1,1675041379778.0,1675041391044.0,0.02624
ETCUSDT,1,1675041396964.0,1675041406983.0,-0.09885
ETHUSDT,1,1675041397097.0,1675041407480.0,-0.06161
BTCUSDT,1,1675041398910.0,1675041412304.0,-0.03633
BTCUSDT,-1,1675041402160.0,1675041412304.0,0.00254
ETCUSDT,-1,1675041402610.0,1675041412685.0,0.01721
ETHUSDT,-1,1675041403968.0,1675041414541.0,-0.02747
ETCUSDT,1,1675041412860.0,1675041423024.0,-0.12910
ETCUSDT,-1,1675041414483.0,1675041424522.0,0.06459
ETCUSDT,1,1675041423636.0,1675041433658.0,-0.05170
ETHUSDT,1,1675041423734.0,1675041433751.0,-0.05188
BTCUSDT,1,1675041427675.0,1675041437893.0,-0.02240
ETHUSDT,-1,1675041428967.0,1675041439071.0,-0.03785
BTCUSDT,-1,1675041429141.0,1675041440629.0,-0.03383
ETCUSDT,-1,1675041431317.0,1675041441341.0,-0.23276
BTCUSDT,1,1675041431295.0,1675041441603.0,0.16510
BTCUSDT,-1,1675041431295.0,1675041441603.0,-0.16340
BTCUSDT,1,1675041431301.0,1675041441603.0,0.16043
BTCUSDT,-1,1675041431302.0,1675041441761.0,-0.15916
BTCUSDT,1,1675041431341.0,1675041441761.0,0.15662
BTCUSDT,-1,1675041431341.0,1675041441761.0,-0.15450
BTCUSDT,1,1675041431397.0,1675041441761.0,0.12611
ETHUSDT,1,1675041431546.0,1675041442638.0,0.09406
ETHUSDT,-1,1675041432101.0,1675041442638.0,-0.12831
BTCUSDT,-1,1675041432069.0,1675041443301.0,-0.11848
BTCUSDT,1,1675041432726.0,1675041443301.0,0.12526
ETHUSDT,1,1675041433639.0,1675041443687.0,0.08000
ETCUSDT,1,1675041435394.0,1675041445515.0,0.23258
ETCUSDT,-1,1675041468325.0,1675041478328.0,0.04294
ETCUSDT,1,1675041474131.0,1675041484232.0,-0.23171
ETCUSDT,-1,1675041477360.0,1675041487664.0,0.25751
BTCUSDT,-1,1675041476328.0,1675041487714.0,-0.02617
ETCUSDT,1,1675041478318.0,1675041488571.0,-0.21891
ETCUSDT,-1,1675041478330.0,1675041488571.0,0.11601
BTCUSDT,1,1675041478462.0,1675041488722.0,0.03420
ETHUSDT,-1,1675041481034.0,1675041491258.0,-0.10119
BTCUSDT,-1,1675041481027.0,1675041491311.0,-0.06166
BTCUSDT,1,1675041484078.0,1675041494185.0,0.03124
ETHUSDT,1,1675041484696.0,1675041498120.0,0.02924
ETCUSDT,1,1675041489617.0,1675041500433.0,0.01721
ETCUSDT,-1,1675041492761.0,1675041502828.0,-0.03441
ETCUSDT,1,1675041501414.0,1675041512060.0,0.09033
ETHUSDT,-1,1675041502420.0,1675041514906.0,0.05299
BTCUSDT,-1,1675041503621.0,1675041515041.0,0.04769
ETCUSDT,-1,1675041507615.0,1675041518397.0,-0.05165
ETCUSDT,1,1675041507904.0,1675041518397.0,0.03012
ETCUSDT,-1,1675041508741.0,1675041518908.0,-0.00860
ETCUSDT,1,1675041511218.0,1675041521636.0,-0.09455
ETCUSDT,-1,1675041521694.0,1675041531753.0,0.03012
ETCUSDT,1,1675041552306.0,1675041562334.0,-0.10361
ETCUSDT,-1,1675041556166.0,1675041566173.0,0.05617
ETCUSDT,1,1675041558379.0,1675041568574.0,-0.05617
ETHUSDT,1,1675041560148.0,1675041570586.0,0.03176
BTCUSDT,1,1675041560613.0,1675041570626.0,0.01564
ETCUSDT,-1,1675041562479.0,1675041572701.0,-0.06914
ETCUSDT,1,1675041564657.0,1675041575179.0,0.05183
ETHUSDT,-1,1675041565170.0,1675041575352.0,-0.03359
ETCUSDT,-1,1675041567103.0,1675041577634.0,-0.12105
ETHUSDT,1,1675041569738.0,1675041579909.0,0.02809
ETCUSDT,1,1675041572173.0,1675041582422.0,-0.06476
BTCUSDT,-1,1675041582548.0,1675041593126.0,-0.02072
ETCUSDT,-1,1675041583232.0,1675041594004.0,-0.00864
ETHUSDT,-1,1675041586926.0,1675041596972.0,-0.00244
ETHUSDT,1,1675041593975.0,1675041603990.0,-0.02807
ETCUSDT,1,1675041595392.0,1675041605400.0,-0.14244
BTCUSDT,1,1675041597839.0,1675041607844.0,-0.05283
ETCUSDT,-1,1675041601450.0,1675041611458.0,-0.10373
ETHUSDT,-1,1675041607059.0,1675041617086.0,0.12883
BTCUSDT,-1,1675041607790.0,1675041617910.0,0.06934
ETCUSDT,1,1675041610576.0,1675041620798.0,-0.14683
ETCUSDT,-1,1675041617476.0,1675041627698.0,0.08650
ETHUSDT,1,1675041621350.0,1675041631408.0,-0.02261
BTCUSDT,1,1675041627382.0,1675041637948.0,-0.00423
ETCUSDT,1,1675041630343.0,1675041640416.0,0.20334
BTCUSDT,-1,1675041637952.0,1675041648428.0,0.00465
BTCUSDT,1,1675041638256.0,1675041648428.0,-0.03130
ETHUSDT,-1,1675041644177.0,1675041654385.0,-0.00000
ETCUSDT,-1,1675041647017.0,1675041657030.0,0.03455
BTCUSDT,-1,1675041649385.0,1675041660086.0,0.01819
ETCUSDT,1,1675041658729.0,1675041668946.0,0.20725
ETHUSDT,1,1675041660040.0,1675041670227.0,0.05868
BTCUSDT,1,1675041662009.0,1675041672624.0,0.05374
BTCUSDT,-1,1675041664757.0,1675041675229.0,-0.06347
BTCUSDT,1,1675041668362.0,1675041678558.0,0.03892
ETCUSDT,-1,1675041682235.0,1675041692698.0,0.12066
ETHUSDT,-1,1675041695947.0,1675041705965.0,0.02993
ETHUSDT,-1,1675041705908.0,1675041715930.0,0.00978
ETCUSDT,1,1675041713738.0,1675041724317.0,-0.06033
ETHUSDT,1,1675041711618.0,1675041725283.0,-0.05375
ETHUSDT,-1,1675041715062.0,1675041725283.0,0.01772
BTCUSDT,-1,1675041714197.0,1675041725357.0,0.01606
ETHUSDT,1,1675041726310.0,1675041736909.0,-0.09713
ETCUSDT,-1,1675041728684.0,1675041738703.0,0.13360
ETHUSDT,-1,1675041731314.0,1675041741386.0,0.11304
ETHUSDT,1,1675041739114.0,1675041750343.0,0.02814
ETCUSDT,1,1675041741098.0,1675041751202.0,0.16810
BTCUSDT,1,1675041743803.0,1675041754598.0,0.00338
ETCUSDT,-1,1675041763369.0,1675041773784.0,-0.06016
ETHUSDT,-1,1675041769531.0,1675041779732.0,-0.03178
ETHUSDT,1,1675041771084.0,1675041782080.0,0.01344
ETCUSDT,1,1675041773885.0,1675041784035.0,0.12456
ETHUSDT,-1,1675041777117.0,1675041787572.0,-0.05563
ETHUSDT,1,1675041779909.0,1675041792081.0,0.03300
ETCUSDT,-1,1675041791854.0,1675041802322.0,0.10309
ETHUSDT,-1,1675041803759.0,1675041816083.0,-0.01405
BTCUSDT,-1,1675041804830.0,1675041816836.0,0.02029
ETCUSDT,1,1675041809999.0,1675041821254.0,-0.12026
ETCUSDT,-1,1675041819363.0,1675041829874.0,-0.08170
ETHUSDT,1,1675041822026.0,1675041832205.0,-0.02505
ETHUSDT,-1,1675041826022.0,1675041837731.0,-0.03056
ETCUSDT,1,1675041830746.0,1675041840882.0,-0.08592
ETHUSDT,1,1675041838485.0,1675041848989.0,0.00244
BTCUSDT,1,1675041838447.0,1675041850678.0,-0.01480
BTCUSDT,-1,1675041842368.0,1675041852627.0,0.01480
ETCUSDT,-1,1675041849031.0,1675041859174.0,0.02150
ETHUSDT,-1,1675041861521.0,1675041881996.0,-0.00489
BTCUSDT,1,1675041885415.0,1675041895584.0,0.02749
ETHUSDT,1,1675041888930.0,1675041901158.0,0.00183
ETCUSDT,1,1675041901790.0,1675041912030.0,-0.05592
ETHUSDT,-1,1675041915535.0,1675041925612.0,-0.04273
ETHUSDT,1,1675041919638.0,1675041936272.0,0.03418
ETCUSDT,-1,1675041926463.0,1675041936542.0,0.09037
ETCUSDT,1,1675041946248.0,1675041956333.0,-0.02586
ETCUSDT,-1,1675041957918.0,1675041968123.0,0.13806
ETCUSDT,1,1675041962252.0,1675041972358.0,-0.19849
ETCUSDT,-1,1675041967284.0,1675041977502.0,0.05616
ETCUSDT,1,1675041977680.0,1675041987733.0,-0.02161
BTCUSDT,-1,1675041974597.0,1675041989255.0,-0.01014
BTCUSDT,1,1675041998815.0,1675042009648.0,0.00000
ETCUSDT,-1,1675042016833.0,1675042027511.0,-0.00000
ETCUSDT,1,1675042032813.0,1675042047839.0,-0.02159
BTCUSDT,-1,1675042038344.0,1675042052423.0,0.01605
ETCUSDT,-1,1675042050208.0,1675042061150.0,-0.06052
ETHUSDT,-1,1675042047915.0,1675042061702.0,-0.01403
BTCUSDT,1,1675042054059.0,1675042069800.0,0.01605
ETCUSDT,1,1675042062107.0,1675042072114.0,0.04751
BTCUSDT,-1,1675042062273.0,1675042072274.0,-0.01901
ETHUSDT,1,1675042072442.0,1675042084541.0,-0.00732
BTCUSDT,1,1675042075102.0,1675042085140.0,0.00253
BTCUSDT,-1,1675042119411.0,1675042132829.0,0.00042
ETCUSDT,-1,1675042126973.0,1675042137000.0,-0.12100
ETHUSDT,-1,1675042129318.0,1675042144007.0,0.00061
BTCUSDT,1,1675042145066.0,1675042159443.0,0.02112
ETCUSDT,1,1675042150223.0,1675042160893.0,0.01726
ETHUSDT,1,1675042166489.0,1675042179166.0,0.01036
ETCUSDT,-1,1675042231406.0,1675042251476.0,-0.00000
ETHUSDT,-1,1675042254988.0,1675042267911.0,0.00305
BTCUSDT,-1,1675042255169.0,1675042268867.0,0.00422
ETHUSDT,1,1675042281525.0,1675042299583.0,0.03477
BTCUSDT,1,1675042302910.0,1675042318886.0,-0.00634
ETCUSDT,1,1675042319621.0,1675042329636.0,-0.05612
ETHUSDT,-1,1675042339858.0,1675042355658.0,-0.01647
BTCUSDT,-1,1675042346399.0,1675042365867.0,-0.01141
ETCUSDT,-1,1675042365875.0,1675042376699.0,-0.01296
ETCUSDT,1,1675042388720.0,1675042398896.0,0.10804
ETHUSDT,1,1675042390986.0,1675042402311.0,0.00732
ETCUSDT,-1,1675042449376.0,1675042459491.0,-0.08638
ETHUSDT,-1,1675042451446.0,1675042461494.0,-0.02562
ETHUSDT,1,1675042518956.0,1675042529833.0,0.03662
ETCUSDT,1,1675042556758.0,1675042567266.0,-0.05200
ETCUSDT,-1,1675042566179.0,1675042577060.0,0.00867
ETCUSDT,1,1675042582886.0,1675042593334.0,-0.13432
ETCUSDT,-1,1675042588819.0,1675042599360.0,0.11272
BTCUSDT,1,1675042586036.0,1675042604367.0,0.04313
ETHUSDT,1,1675042597618.0,1675042618387.0,0.01159
ETCUSDT,1,1675042612075.0,1675042622294.0,0.22609
ETCUSDT,-1,1675042612982.0,1675042623341.0,-0.33078
ETCUSDT,1,1675042615544.0,1675042625784.0,0.24777
ETCUSDT,-1,1675042639686.0,1675042650647.0,0.07813
ETCUSDT,1,1675042656420.0,1675042667317.0,-0.04774
ETCUSDT,-1,1675042671913.0,1675042682367.0,0.03041
BTCUSDT,-1,1675042676451.0,1675042686499.0,0.06510
ETHUSDT,-1,1675042682473.0,1675042693657.0,0.05434
ETCUSDT,1,1675042699872.0,1675042709892.0,0.04346
BTCUSDT,1,1675042705549.0,1675042717531.0,0.01734
ETHUSDT,1,1675042707779.0,1675042718248.0,-0.00916
BTCUSDT,-1,1675042707838.0,1675042718754.0,0.00465
ETHUSDT,-1,1675042721035.0,1675042731102.0,-0.01833
BTCUSDT,1,1675042731122.0,1675042741519.0,0.02072
ETHUSDT,1,1675042733065.0,1675042744640.0,-0.00366
ETCUSDT,-1,1675042755230.0,1675042765967.0,-0.11709
BTCUSDT,-1,1675042799729.0,1675042821946.0,0.01226
ETHUSDT,-1,1675042811543.0,1675042825074.0,-0.00122
ETCUSDT,1,1675042821754.0,1675042831956.0,0.00433
BTCUSDT,1,1675042854641.0,1675042865249.0,0.04143
ETHUSDT,1,1675042850205.0,1675042866289.0,0.06777
BTCUSDT,-1,1675042948806.0,1675042961914.0,-0.02197
ETHUSDT,-1,1675042966189.0,1675042982436.0,-0.01159
ETHUSDT,1,1675042984298.0,1675042994841.0,0.00976
BTCUSDT,1,1675042984295.0,1675042996222.0,0.00422
ETCUSDT,-1,1675043008875.0,1675043020764.0,0.05623
BTCUSDT,-1,1675043055593.0,1675043068622.0,-0.00000
ETHUSDT,-1,1675043070352.0,1675043093404.0,-0.01037
ETCUSDT,1,1675043095865.0,1675043107369.0,-0.06486
BTCUSDT,1,1675043114907.0,1675043125112.0,0.00000
ETHUSDT,1,1675043124279.0,1675043139543.0,-0.01463
ETHUSDT,-1,1675043140382.0,1675043151626.0,-0.00549
BTCUSDT,-1,1675043140254.0,1675043151677.0,0.00465
ETCUSDT,-1,1675043142455.0,1675043154013.0,-0.02165
ETCUSDT,1,1675043187964.0,1675043201596.0,0.01298
BTCUSDT,1,1675043229417.0,1675043239822.0,-0.02069
ETHUSDT,1,1675043229408.0,1675043240201.0,-0.01586
ETHUSDT,-1,1675043244947.0,1675043255588.0,-0.01098
BTCUSDT,-1,1675043243821.0,1675043256276.0,-0.00507
ETCUSDT,-1,1675043258321.0,1675043269315.0,0.03896
BTCUSDT,1,1675043266703.0,1675043280819.0,0.01225
ETHUSDT,1,1675043271557.0,1675043281874.0,0.00793
ETCUSDT,1,1675043324372.0,1675043334915.0,0.03030
ETCUSDT,-1,1675043362128.0,1675043372330.0,0.03901
ETHUSDT,-1,1675043363646.0,1675043375653.0,0.01098
BTCUSDT,-1,1675043364920.0,1675043378129.0,0.00042
ETHUSDT,1,1675043437561.0,1675043447591.0,0.02562
BTCUSDT,1,1675043444480.0,1675043454891.0,0.00507
ETCUSDT,1,1675043448221.0,1675043458457.0,-0.00868
ETCUSDT,-1,1675043472523.0,1675043484787.0,0.03041
ETHUSDT,-1,1675043501900.0,1675043514471.0,0.00793
BTCUSDT,-1,1675043501842.0,1675043518202.0,-0.00887
ETCUSDT,1,1675043508611.0,1675043518986.0,-0.00434
BTCUSDT,1,1675043554840.0,1675043569653.0,-0.00296
ETHUSDT,1,1675043571300.0,1675043583354.0,0.01586
ETCUSDT,-1,1675043639570.0,1675043649864.0,-0.00434
BTCUSDT,-1,1675043653593.0,1675043670493.0,0.01648
ETHUSDT,-1,1675043654716.0,1675043670505.0,0.00305
ETCUSDT,1,1675043696553.0,1675043708340.0,0.07370
ETHUSDT,1,1675043700786.0,1675043714056.0,0.01890
BTCUSDT,1,1675043701709.0,1675043715698.0,0.01944
ETCUSDT,-1,1675043791829.0,1675043804215.0,-0.02603
BTCUSDT,-1,1675043806189.0,1675043816792.0,0.01606
ETHUSDT,-1,1675043806839.0,1675043817022.0,0.00610
BTCUSDT,1,1675043908695.0,1675043919585.0,-0.02578
BTCUSDT,-1,1675043917572.0,1675043937007.0,0.00465
ETHUSDT,1,1675043955589.0,1675043968275.0,-0.00610
BTCUSDT,1,1675043952204.0,1675043970523.0,0.00380
ETCUSDT,1,1675043989092.0,1675044000229.0,0.00868
ETHUSDT,-1,1675044004141.0,1675044017274.0,0.01220
BTCUSDT,-1,1675044007572.0,1675044021091.0,-0.00042
ETCUSDT,-1,1675044022860.0,1675044034864.0,-0.01738
ETHUSDT,1,1675044087954.0,1675044098819.0,0.00671
ETCUSDT,1,1675044098655.0,1675044110062.0,0.02170
BTCUSDT,1,1675044098969.0,1675044111346.0,-0.01267
BTCUSDT,-1,1675044113328.0,1675044125319.0,-0.00296
ETHUSDT,-1,1675044125444.0,1675044135459.0,0.01465
ETCUSDT,-1,1675044125837.0,1675044136294.0,0.13472
ETCUSDT,1,1675044165018.0,1675044175073.0,-0.11752
ETCUSDT,-1,1675044165827.0,1675044176053.0,0.02179
ETCUSDT,1,1675044180483.0,1675044190774.0,0.08279
BTCUSDT,1,1675044193887.0,1675044204071.0,-0.03299
ETCUSDT,-1,1675044200215.0,1675044210427.0,0.03491
BTCUSDT,-1,1675044200308.0,1675044212162.0,0.00592
ETCUSDT,1,1675044209890.0,1675044220267.0,0.01309
ETCUSDT,-1,1675044211278.0,1675044221568.0,0.03055
BTCUSDT,1,1675044226873.0,1675044238300.0,0.01523
ETCUSDT,1,1675044241538.0,1675044252324.0,0.00873
ETCUSDT,-1,1675044249614.0,1675044259857.0,-0.17034
BTCUSDT,-1,1675044252202.0,1675044262619.0,-0.02158
ETCUSDT,1,1675044258369.0,1675044268863.0,0.12212
ETHUSDT,1,1675044259959.0,1675044272364.0,0.00672
BTCUSDT,1,1675044259915.0,1675044273199.0,0.00592
ETCUSDT,-1,1675044275760.0,1675044288104.0,0.06980
ETCUSDT,1,1675044297254.0,1675044307289.0,-0.07418
ETCUSDT,-1,1675044320323.0,1675044330605.0,0.02183
ETHUSDT,-1,1675044341015.0,1675044351623.0,0.02690
BTCUSDT,-1,1675044342154.0,1675044353916.0,0.02665
ETCUSDT,1,1675044354938.0,1675044365788.0,0.06548
ETHUSDT,1,1675044375355.0,1675044385710.0,-0.03607
ETCUSDT,-1,1675044377895.0,1675044387911.0,0.01748
ETHUSDT,-1,1675044378373.0,1675044389820.0,0.00795
BTCUSDT,1,1675044377431.0,1675044391615.0,-0.01439
BTCUSDT,-1,1675044380179.0,1675044391615.0,-0.02752
BTCUSDT,1,1675044384064.0,1675044395912.0,-0.00169
ETCUSDT,1,1675044386616.0,1675044396702.0,-0.05245
ETHUSDT,1,1675044398425.0,1675044409924.0,0.02631
BTCUSDT,-1,1675044396730.0,1675044412937.0,-0.05081
ETCUSDT,-1,1675044403330.0,1675044413347.0,-0.33243
BTCUSDT,1,1675044404911.0,1675044415095.0,0.03344
ETCUSDT,1,1675044406598.0,1675044416764.0,0.11788
ETHUSDT,-1,1675044411860.0,1675044422008.0,-0.02629
ETHUSDT,1,1675044413141.0,1675044423805.0,0.01712
ETCUSDT,-1,1675044456258.0,1675044466658.0,0.07839
BTCUSDT,-1,1675044464210.0,1675044474617.0,0.00423
BTCUSDT,1,1675044480707.0,1675044492552.0,-0.00254
ETHUSDT,-1,1675044492717.0,1675044503859.0,-0.01284
ETCUSDT,1,1675044502122.0,1675044512194.0,-0.12192
BTCUSDT,-1,1675044507708.0,1675044521617.0,0.01058
ETCUSDT,-1,1675044513801.0,1675044524747.0,0.00872
ETHUSDT,1,1675044541451.0,1675044551739.0,-0.01528
ETCUSDT,1,1675044555104.0,1675044565303.0,-0.05664
BTCUSDT,1,1675044556504.0,1675044576855.0,0.00465
ETCUSDT,-1,1675044582016.0,1675044592033.0,-0.00000
ETHUSDT,-1,1675044610882.0,1675044622825.0,0.01345
ETCUSDT,1,1675044625904.0,1675044636027.0,-0.03053
BTCUSDT,-1,1675044645882.0,1675044656353.0,0.01439
ETCUSDT,-1,1675044660580.0,1675044672342.0,0.07851
BTCUSDT,1,1675044679410.0,1675044690262.0,-0.01482
BTCUSDT,-1,1675044684066.0,1675044694357.0,0.00805
BTCUSDT,1,1675044695314.0,1675044705343.0,-0.11988
BTCUSDT,-1,1675044702099.0,1675044712651.0,-0.08939
BTCUSDT,1,1675044702504.0,1675044712651.0,0.14581
BTCUSDT,-1,1675044703072.0,1675044713427.0,-0.14115
BTCUSDT,1,1675044703095.0,1675044713427.0,0.15516
BTCUSDT,-1,1675044703454.0,1675044713466.0,-0.15391
BTCUSDT,1,1675044703771.0,1675044713943.0,0.18748
ETCUSDT,1,1675044704117.0,1675044714135.0,0.19678
BTCUSDT,-1,1675044704154.0,1675044714396.0,-0.16329
ETCUSDT,-1,1675044704283.0,1675044714487.0,-0.22747
BTCUSDT,1,1675044705294.0,1675044716712.0,0.16627
ETHUSDT,1,1675044705380.0,1675044716873.0,0.12371
ETCUSDT,1,1675044705985.0,1675044716879.0,0.11363
BTCUSDT,-1,1675044716883.0,1675044727102.0,0.06310
ETHUSDT,-1,1675044717969.0,1675044728015.0,0.04590
BTCUSDT,1,1675044723766.0,1675044734498.0,-0.02498
ETHUSDT,1,1675044725115.0,1675044735586.0,-0.01285
ETCUSDT,-1,1675044724987.0,1675044735733.0,-0.08740
BTCUSDT,-1,1675044725904.0,1675044736079.0,-0.01610
ETHUSDT,-1,1675044728119.0,1675044738646.0,-0.04715
BTCUSDT,1,1675044735843.0,1675044745931.0,0.01949
ETCUSDT,1,1675044740050.0,1675044750418.0,0.03056
ETHUSDT,1,1675044745188.0,1675044755928.0,0.07344
BTCUSDT,-1,1675044792646.0,1675044802715.0,-0.01312
ETHUSDT,-1,1675044819545.0,1675044829689.0,0.02324
ETCUSDT,-1,1675044821103.0,1675044831906.0,0.00436
BTCUSDT,1,1675044829440.0,1675044840461.0,-0.01440
BTCUSDT,-1,1675044840464.0,1675044851298.0,0.05335
BTCUSDT,1,1675044870180.0,1675044881733.0,0.04283
ETCUSDT,1,1675044875982.0,1675044886811.0,-0.02186
ETHUSDT,1,1675044881861.0,1675044892472.0,-0.00429
BTCUSDT,-1,1675044889589.0,1675044900109.0,-0.04961
BTCUSDT,1,1675044895959.0,1675044907612.0,-0.01568
ETCUSDT,-1,1675044897883.0,1675044908034.0,0.04372
ETHUSDT,-1,1675044905078.0,1675044916429.0,-0.05450
ETHUSDT,1,1675044905200.0,1675044916430.0,0.07410
ETHUSDT,-1,1675044911502.0,1675044922596.0,-0.03795
ETHUSDT,1,1675044912178.0,1675044922596.0,0.02142
ETCUSDT,1,1675044918386.0,1675044928389.0,-0.11370
ETCUSDT,-1,1675044925166.0,1675044935172.0,0.13133
ETCUSDT,1,1675044941020.0,1675044951448.0,0.19295
BTCUSDT,-1,1675044934880.0,1675044952165.0,-0.04702
BTCUSDT,1,1675044936001.0,1675044952165.0,0.03346
ETCUSDT,-1,1675044990018.0,1675045000554.0,-0.05685
BTCUSDT,-1,1675044995487.0,1675045017767.0,0.00381
ETCUSDT,1,1675045022215.0,1675045032257.0,0.05679
BTCUSDT,1,1675045026167.0,1675045036652.0,-0.00254
BTCUSDT,-1,1675045039959.0,1675045050353.0,0.01015
BTCUSDT,1,1675045044350.0,1675045055163.0,-0.01481
BTCUSDT,-1,1675045048205.0,1675045059069.0,-0.01946
BTCUSDT,1,1675045057830.0,1675045068088.0,-0.01354
BTCUSDT,-1,1675045127543.0,1675045137565.0,0.01015
ETHUSDT,-1,1675045138181.0,1675045157106.0,0.00061
ETHUSDT,1,1675045161759.0,1675045172388.0,-0.00489
BTCUSDT,1,1675045165460.0,1675045177564.0,-0.01142
ETHUSDT,-1,1675045179927.0,1675045192297.0,0.00244
BTCUSDT,-1,1675045179930.0,1675045194117.0,0.02623
ETCUSDT,-1,1675045181130.0,1675045194776.0,0.02183
ETCUSDT,1,1675045239731.0,1675045250054.0,0.11790
BTCUSDT,1,1675045298616.0,1675045312763.0,-0.00254
ETHUSDT,1,1675045322884.0,1675045333658.0,0.03607
ETCUSDT,-1,1675045356693.0,1675045368744.0,-0.04357
BTCUSDT,-1,1675045375646.0,1675045386478.0,0.01524
ETHUSDT,-1,1675045375914.0,1675045387934.0,0.01529
BTCUSDT,1,1675045392818.0,1675045402886.0,-0.00804
ETHUSDT,1,1675045397593.0,1675045409266.0,0.01528
ETCUSDT,1,1675045408375.0,1675045421553.0,0.03919
ETCUSDT,-1,1675045437774.0,1675045448373.0,-0.03040
ETCUSDT,1,1675045448389.0,1675045458566.0,0.01303
ETCUSDT,-1,1675045456873.0,1675045472068.0,-0.00868
ETHUSDT,-1,1675045472779.0,1675045490996.0,0.00306
BTCUSDT,-1,1675045506721.0,1675045516893.0,-0.02454
BTCUSDT,1,1675045520379.0,1675045532067.0,0.01396
ETCUSDT,1,1675045525973.0,1675045537402.0,-0.06084
ETCUSDT,-1,1675045540350.0,1675045550426.0,-0.05652
ETCUSDT,1,1675045562179.0,1675045572805.0,0.02606
ETHUSDT,1,1675045572807.0,1675045582849.0,-0.05193
BTCUSDT,-1,1675045573683.0,1675045585950.0,0.03722
ETCUSDT,-1,1675045592087.0,1675045602166.0,-0.04345
ETHUSDT,-1,1675045585685.0,1675045607025.0,-0.07948
ETHUSDT,1,1675045589528.0,1675045607025.0,-0.00244
BTCUSDT,1,1675045606367.0,1675045617058.0,-0.01480
ETCUSDT,1,1675045605836.0,1675045617416.0,0.00000
ETCUSDT,-1,1675045622032.0,1675045638661.0,0.00434
BTCUSDT,-1,1675045641217.0,1675045652522.0,0.00042
ETCUSDT,1,1675045657429.0,1675045668397.0,0.03906
BTCUSDT,1,1675045673222.0,1675045687629.0,0.00127
ETCUSDT,-1,1675045684495.0,1675045694687.0,0.01303
BTCUSDT,-1,1675045718974.0,1675045735076.0,0.01565
BTCUSDT,1,1675045795869.0,1675045808354.0,-0.01523
BTCUSDT,-1,1675045802523.0,1675045812662.0,0.00465
ETHUSDT,-1,1675045809306.0,1675045819353.0,0.00183
ETCUSDT,1,1675045860514.0,1675045873264.0,0.00870
ETCUSDT,-1,1675045864505.0,1675045874972.0,-0.03044
ETCUSDT,1,1675045873443.0,1675045883749.0,0.10868
ETHUSDT,1,1675045875308.0,1675045886739.0,0.02749
BTCUSDT,1,1675045875065.0,1675045887029.0,0.03809
BTCUSDT,-1,1675045943513.0,1675045955216.0,-0.01142
ETHUSDT,-1,1675045943635.0,1675045960805.0,-0.00977
ETCUSDT,-1,1675045999432.0,1675046011301.0,0.00869
BTCUSDT,-1,1675046001444.0,1675046015171.0,0.00508
BTCUSDT,1,1675046043528.0,1675046053600.0,0.00719
ETCUSDT,1,1675046075102.0,1675046087825.0,-0.03038
ETHUSDT,1,1675046049977.0,1675046088149.0,0.00244
ETCUSDT,-1,1675046140273.0,1675046156447.0,-0.01304
BTCUSDT,-1,1675046147880.0,1675046169267.0,0.00423
ETCUSDT,1,1675046185505.0,1675046197479.0,-0.06506
BTCUSDT,1,1675046210067.0,1675046223072.0,-0.08206
BTCUSDT,-1,1675046215986.0,1675046228820.0,0.01566
ETHUSDT,-1,1675046215681.0,1675046231841.0,0.02565
ETCUSDT,-1,1675046236356.0,1675046248479.0,0.06080
BTCUSDT,1,1675046351828.0,1675046380156.0,-0.00974
ETHUSDT,1,1675046391386.0,1675046404243.0,0.01345
ETCUSDT,1,1675046402549.0,1675046423957.0,0.00000
ETHUSDT,-1,1675046487495.0,1675046499149.0,-0.00367
BTCUSDT,-1,1675046466737.0,1675046500001.0,-0.00254
ETCUSDT,-1,1675046520665.0,1675046534984.0,-0.03043
BTCUSDT,1,1675046528426.0,1675046541685.0,0.00254
ETHUSDT,1,1675046541856.0,1675046559628.0,0.01405
BTCUSDT,-1,1675046594214.0,1675046606827.0,-0.00042
ETHUSDT,-1,1675046606881.0,1675046619904.0,-0.00061
BTCUSDT,1,1675046671750.0,1675046681751.0,0.02413
ETHUSDT,1,1675046681726.0,1675046699022.0,0.04337
ETCUSDT,1,1675046698948.0,1675046710051.0,0.01305
ETCUSDT,-1,1675046819394.0,1675046832613.0,-0.00870
BTCUSDT,-1,1675046811853.0,1675046833474.0,0.00720
ETHUSDT,-1,1675046811522.0,1675046863405.0,0.02688
BTCUSDT,1,1675046958450.0,1675046970206.0,0.03050
ETCUSDT,1,1675046967583.0,1675046978386.0,0.04356
ETHUSDT,1,1675046967320.0,1675046978877.0,0.02567
ETHUSDT,-1,1675047025517.0,1675047035825.0,0.08369
BTCUSDT,-1,1675047038536.0,1675047049710.0,-0.01482
ETCUSDT,-1,1675047042827.0,1675047055600.0,0.02614
